4K-8K,#genre#
我的体育老师,https://www.goodiptv.club/yy/1382745169
欢乐颂,https://www.goodiptv.club/yy/1382851577
小惠_郭德纲相声迷,https://www.goodiptv.club/yy/1382851593
武林外传,https://www.goodiptv.club/yy/1454629602
萌萌爱追剧,https://www.goodiptv.club/yy/1382745093
小敏,https://www.goodiptv.club/yy/1382736890
成龙系列,https://www.goodiptv.club/yy/1354888751
速度与激情系列！-精彩大片,https://www.goodiptv.club/yy/1382736911
经典抗日电影,https://www.goodiptv.club/yy/1354936141
读心神探,https://www.goodiptv.club/yy/1382736875
神探狄仁杰1,https://www.goodiptv.club/yy/1354930934
纯纯纯儿,https://www.goodiptv.club/yy/1382851589
时光的海,https://www.goodiptv.club/yy/1382851579
情满四合院,https://www.goodiptv.club/yy/1382736848
亲爱的热爱的,https://www.goodiptv.club/yy/1354932433
红楼梦1987经典版,https://www.goodiptv.club/yy/1382745084
西游记后传 蓝光,https://www.goodiptv.club/yy/1353392400
心中的白月光,https://www.goodiptv.club/yy/1382851580
最可爱的人,https://www.goodiptv.club/yy/1354585554
毒液：致命守护者,https://www.goodiptv.club/yy/1382745095
大汉贤后卫子夫,https://www.goodiptv.club/yy/1382735569
潘磕惺康谝患 -国产喜剧,https://www.goodiptv.club/yy/1382741637
士兵突击,https://www.goodiptv.club/yy/1382828766
密子君,https://www.goodiptv.club/yy/1382736717
花儿开心吧,https://www.goodiptv.club/yy/1354930984
一分钟学道菜,https://www.goodiptv.club/yy/1382736901
雪儿动漫,https://www.goodiptv.club/yy/1354143938
胡歌24小时播放,https://www.goodiptv.club/yy/1354555195
金婚,https://www.goodiptv.club/yy/1382736832
【天龙八部】蓝光超清,https://www.goodiptv.club/yy/28996058
全职高手,https://www.goodiptv.club/yy/26870427
勇敢的心,https://www.goodiptv.club/yy/1354744544
欢乐颂,https://www.goodiptv.club/yy/1382735624
【动漫】斗罗斗破,https://www.goodiptv.club/yy/35742228
港片鬼片老电影,https://www.goodiptv.club/yy/1355269576
雯子：鹿鼎记  寻秦记,https://www.goodiptv.club/yy/1456829119
新白娘子传奇4K高清观看,https://www.goodiptv.club/yy/1508902755
【神探狄仁杰】,https://www.goodiptv.club/yy/66821259
火炬手,https://www.goodiptv.club/yy/1382851618
距离你200米,https://www.goodiptv.club/yy/1354887062
【新三国】吕布,https://www.goodiptv.club/yy/1382851459
笑傲帮,https://www.goodiptv.club/yy/1382735555
军旅剧（回忆经典）,https://www.goodiptv.club/yy/1356306672
法证先锋,https://www.goodiptv.club/yy/1354930939
斗罗斗破,https://www.goodiptv.club/yy/1354768831
【新三国】,https://www.goodiptv.club/yy/1382851415
言情古装剧 正在直播,https://www.goodiptv.club/yy/67857780
逋鞠盗 -国产喜剧,https://www.goodiptv.club/yy/1382736856
彭禺厶鬼怪奇幻系列电影,https://www.goodiptv.club/yy/1353200190
笑傲江湖,https://www.goodiptv.club/yy/1352833750
神探狄仁杰1—5部全集,https://www.goodiptv.club/yy/1382705592
的直播间,https://www.goodiptv.club/yy/1354129442
【新三国】日版,https://www.goodiptv.club/yy/1382851457
战狼10086,https://www.goodiptv.club/yy/1382773686
动漫,https://www.goodiptv.club/yy/1382788679
绝版电影 3000部,https://www.goodiptv.club/yy/1355263385
枕上书正在直播,https://www.goodiptv.club/yy/1351844200
鬼片恐怖私家影院,https://www.goodiptv.club/yy/1354209316
金玉满堂：精彩港剧,https://www.goodiptv.club/yy/1382736881
进来 陪你看电视,https://www.goodiptv.club/yy/1353518742
案发现场全集,https://www.goodiptv.club/yy/1354775242
赌神-发哥,https://www.goodiptv.club/yy/1354889044
魔幻手机,https://www.goodiptv.club/yy/1382735544
欢乐一起看,https://www.goodiptv.club/yy/1354930926
院线动作大片,https://www.goodiptv.club/yy/1382736900
宝莲灯前传,https://www.goodiptv.club/yy/1354931631
仙剑奇侠传-神仙姐姐驾到,https://www.goodiptv.club/yy/1382749903
速度与激情全集,https://www.goodiptv.club/yy/1382749892
双月之城-国漫,https://www.goodiptv.club/yy/1382736907
木乃伊全集,https://www.goodiptv.club/yy/1354889024
金星脱口秀：我敢说你敢听吗,https://www.goodiptv.club/yy/1382735552
经典动作电影,https://www.goodiptv.club/yy/1370293254
动物世界,https://www.goodiptv.club/yy/1382749889
洪金宝福星系列,https://www.goodiptv.club/yy/1354924839
叶问全集,https://www.goodiptv.club/yy/1382828771
超燃科幻大片：明日边缘,https://www.goodiptv.club/yy/1382736835
法证先锋2,https://www.goodiptv.club/yy/1382736870
聊斋志异S1,https://www.goodiptv.club/yy/1382736975
今夜欢乐颂,https://www.goodiptv.club/yy/1382735572
科幻片：来看神奇的地球,https://www.goodiptv.club/yy/1354930897
法证先锋Ⅱ,https://www.goodiptv.club/yy/1354888736
三国演义【1994】,https://www.goodiptv.club/yy/1354930932
欢乐集结号,https://www.goodiptv.club/yy/1382735550
国产大片电影,https://www.goodiptv.club/yy/1354926655
大话西游至尊宝,https://www.goodiptv.club/yy/1382736910
漫威超级英雄系列,https://www.goodiptv.club/yy/1354932402
暖暖1999,https://www.goodiptv.club/yy/1382851591
第一滴血全集,https://www.goodiptv.club/yy/1354932355
热血战争巨作,https://www.goodiptv.club/yy/1382745087
动物世界-领略原始野性,https://www.goodiptv.club/yy/1382743138
热门喜剧,https://www.goodiptv.club/yy/1354931495
你是最美的风景,https://www.goodiptv.club/yy/1382851599
非诚勿扰,https://www.goodiptv.club/yy/1382735583
超精彩！系列动作电影,https://www.goodiptv.club/yy/1382745096
易中天品三国,https://www.goodiptv.club/yy/1354931498
张国荣与周润发的兄弟情,https://www.goodiptv.club/yy/1354930961
许多多,https://www.goodiptv.club/yy/1382851583
大进军全集：红色系列电影,https://www.goodiptv.club/yy/1382745083
了不起的萝莉小玲,https://www.goodiptv.club/yy/1382736799
国内经典动作电影,https://www.goodiptv.club/yy/1382851522
国外高分大片,https://www.goodiptv.club/yy/1382736867
熊出没之探险日记S1-国漫,https://www.goodiptv.club/yy/1354930977
炊事班的故事,https://www.goodiptv.club/yy/1382749901
晨晨的影视小窝,https://www.goodiptv.club/yy/1382851576
Blingbling,https://www.goodiptv.club/yy/1382851598
士兵突击,https://www.goodiptv.club/yy/1382851600
探秘中华美食,https://www.goodiptv.club/yy/1354930954
末日系列-外国电影合集,https://www.goodiptv.club/yy/1354889019
深夜惊悚大片,https://www.goodiptv.club/yy/1382745110
热血动作电影,https://www.goodiptv.club/yy/1382736804
活力满满,https://www.goodiptv.club/yy/1382851585
以家人之名,https://www.goodiptv.club/yy/1382736908
我的前半生,https://www.goodiptv.club/yy/1382735564
战争大片-国外电影,https://www.goodiptv.club/yy/1382736857
人生必看的科幻片,https://www.goodiptv.club/yy/1382745114
天龙八部,https://www.goodiptv.club/yy/1382749944
美国队长史蒂夫,https://www.goodiptv.club/yy/1382736813
高分科幻动作片,https://www.goodiptv.club/yy/1382749948
情满四合院,https://www.goodiptv.club/yy/1382736888
非诚勿扰,https://www.goodiptv.club/yy/1382745106
欢天喜地七仙女,https://www.goodiptv.club/yy/1382735553
高分动作大片-热血出击,https://www.goodiptv.club/yy/1382736909
黑衣人1、2—动作喜剧大片,https://www.goodiptv.club/yy/1354930936
金三角大营救,https://www.goodiptv.club/yy/1354930924
恋歌,https://www.goodiptv.club/yy/1382851594
非诚勿扰,https://www.goodiptv.club/yy/1382745100
欢乐集结号2,https://www.goodiptv.club/yy/1354930919
本山快乐营,https://www.goodiptv.club/yy/1354933529
少年包青天第三部,https://www.goodiptv.club/yy/1382851540
国产喜剧,https://www.goodiptv.club/yy/1382735584
超英集结,https://www.goodiptv.club/yy/1382745091
深海利剑,https://www.goodiptv.club/yy/1382736906
施公奇案1-欧阳震华,https://www.goodiptv.club/yy/1382749918
叛逆者,https://www.goodiptv.club/yy/1382736868
穿越时空的爱恋,https://www.goodiptv.club/yy/1382735567
上海滩,https://www.goodiptv.club/yy/1382745184
精彩动作电影享不停,https://www.goodiptv.club/yy/1382736809
康熙王朝,https://www.goodiptv.club/yy/1382736818
小欢喜,https://www.goodiptv.club/yy/1382737888
【电影】顶级动作电影,https://live.metshop.top/yy/24923327
动漫,https://live.metshop.top/yy/1382747970
野山鹰-影视剧,https://live.metshop.top/yy/1354932395
彭禺厶鬼怪奇幻系列电影,https://live.metshop.top/yy/1355249116
风吹半夏,https://live.metshop.top/yy/1354806550
新主播，求照顾,https://live.metshop.top/yy/1382690406
法证先锋Ⅱ,https://live.metshop.top/yy/1354888736
(周星驰)超经典搞笑电影,https://live.metshop.top/yy/29945997
案发现场全集,https://live.metshop.top/yy/1354775242
我的前半生,https://live.metshop.top/yy/1382735564
宝莲灯前传,https://live.metshop.top/yy/1354931631
灌篮高手 正在直播,https://live.metshop.top/yy/1351417866
枕上书正在直播,https://live.metshop.top/yy/1351844200
三国演义【1994】,https://live.metshop.top/yy/1354930932
三国演义,https://live.metshop.top/yy/32788000
中国味道 第4季-美食纪录片,https://live.metshop.top/yy/1382736845
金婚,https://live.metshop.top/yy/1382736832
【玄幻电影】,https://live.metshop.top/yy/1355065896
【动漫】斗罗斗破超清全屏,https://live.metshop.top/yy/1382689904
你最爱的宋小宝,https://live.metshop.top/yy/1354936198
24小时小雅陪你看,https://live.metshop.top/yy/1331686180
战狼7吴京退役,https://live.metshop.top/yy/1382773714
福贵,https://live.metshop.top/yy/1354926537
欢乐集结号,https://live.metshop.top/yy/1354931582
影视剧场,https://live.metshop.top/yy/1355260855
最美的青春,https://live.metshop.top/yy/1382745116
热血抗日电影,https://live.metshop.top/yy/1382749907
易中天品三国,https://live.metshop.top/yy/1354931498
新世界,https://live.metshop.top/yy/1382736850
欢乐一起看,https://live.metshop.top/yy/1354930926
欢乐集结号3,https://live.metshop.top/yy/1382736822
怀旧小品,https://live.metshop.top/yy/1382736821
最后的狮子-探险纪录片,https://live.metshop.top/yy/1382735577
外国科幻大片,https://live.metshop.top/yy/1382747628
缉妖法海传-国内电影,https://live.metshop.top/yy/1354936203
法证先锋Ⅲ,https://live.metshop.top/yy/1382736802
聪明的顺溜之雄鹰小子S1-国漫,https://live.metshop.top/yy/1382736902
笑傲江湖-电视剧,https://live.metshop.top/yy/1354936128
战狼3  吴京主演,https://live.metshop.top/yy/1451866697
开心麻花街,https://live.metshop.top/yy/1354926643
热播喜剧,https://live.metshop.top/yy/1354936169
花儿开心吧-小品,https://live.metshop.top/yy/1382736917
非诚勿扰,https://live.metshop.top/yy/1382745106
福星高照㊣代,https://pull.kktv8.com/livekktv/99592190.flv
鸿运当头㊣代,https://pull.kktv8.com/livekktv/99350550.flv
开端电视轮播,http://cfss.cc/cdn/hy/11342397.m3u8
粤剧白蛇传情,http://cfss.cc/cdn/hy/19743437.m3u8
4K超清播电影,http://imzbpfrp.zzmd.fun:8888/rtp/239.3.1.249:8001
雪中悍刀行剧,http://cfss.cc/cdn/hy/11336592.m3u8
脱口秀大会播,http://cfss.cc/cdn/hy/11352875.m3u8
西游记后传,https://live.metshop.top/yy/1353392400
神雕侠侣,https://live.metshop.top/yy/1351762426
射雕英雄传,https://live.metshop.top/yy/40959929
倚天屠龙记,https://live.metshop.top/yy/1449856066
天龙八部,https://live.metshop.top/yy/1351814644
笑傲江湖,https://live.metshop.top/yy/1354936128
鹿鼎记,https://live.metshop.top/yy/28265277
寻秦记,https://live.metshop.top/yy/1382749900
封神榜,https://live.metshop.top/yy/1353426319
新白娘子传奇,https://live.metshop.top/yy/1354490667
新白娘子传奇-修复版,https://live.metshop.top/yy/1354930969
钟馗传说,https://live.metshop.top/yy/1382736839
红楼梦,https://live.metshop.top/yy/1382745084
三国演义,https://live.metshop.top/yy/1354936241
少年包青天,https://live.metshop.top/yy/38498680
宰相刘罗锅,https://live.metshop.top/yy/1353892468
雍正王朝,https://live.metshop.top/yy/23206872
陈情令,https://live.metshop.top/yy/1382745121
知否知否应是绿肥红瘦,https://live.metshop.top/yy/21881901
仙剑奇侠传,https://live.metshop.top/yy/1382749903
金装四大才子,https://live.metshop.top/yy/1354926600
公主嫁到,https://live.metshop.top/yy/1382736915
耀舞长安,https://live.metshop.top/yy/1382741640
上海滩,https://live.metshop.top/yy/1382745184
大时代,https://live.metshop.top/yy/1354930891
法证先锋,https://live.metshop.top/yy/1354930965
陀枪师姐,https://live.metshop.top/yy/1382688521
飞虎之潜行极战,https://live.metshop.top/yy/1354932420
放羊的星星,https://live.metshop.top/yy/1355260662
天道,https://live.metshop.top/yy/1382735574
安家,https://live.metshop.top/yy/12086226
欢乐颂,https://live.metshop.top/yy/1382735624
平凡岁月,https://live.metshop.top/yy/1382745117
苦乐村官,https://live.metshop.top/yy/1382736864
金星脱口秀,https://live.metshop.top/yy/1354932407
航拍中国第1季,https://live.metshop.top/yy/1354936136
AKTV,#genre#
28 AI 智慧賽馬,http://aktv_stream1.m16tv.cfd/stream/aktv/28ai/AKTV.m3u8
Channel 5 HD,http://aktv_stream1.m16tv.cfd/stream/aktv/channel5hd/AKTV.m3u8
Channel 8 HD,http://aktv_stream1.m16tv.cfd/stream/aktv/channel8hd/AKTV.m3u8
Channel U HD,http://aktv_stream1.m16tv.cfd/stream/aktv/channeluhd/AKTV.m3u8
myTV SUPER 18台,http://aktv_stream1.m16tv.cfd/stream/aktv/mytvsuper18/AKTV.m3u8
PopC,http://aktv_stream1.m16tv.cfd/stream/aktv/popc/AKTV.m3u8
ROCK Action,http://aktv_stream1.m16tv.cfd/stream/aktv/rockaction/AKTV.m3u8
TVB Plus,http://aktv_stream1.m16tv.cfd/stream/aktv/tvbplus/AKTV.m3u8
tvN,http://aktv_stream1.m16tv.cfd/stream/aktv/tvn/AKTV.m3u8
中天新聞台,http://aktv_stream1.m16tv.cfd/stream/aktv/null-6/AKTV.m3u8
千禧經典台(HK),http://aktv_stream1.m16tv.cfd/stream/aktv/null-15/AKTV.m3u8
娛樂新聞台(HK),http://aktv_stream1.m16tv.cfd/stream/aktv/hk/AKTV.m3u8
寰宇新聞台,http://aktv_stream1.m16tv.cfd/stream/aktv/null-7/AKTV.m3u8
明珠剧集台(北美),http://aktv_stream1.m16tv.cfd/stream/aktv/null-19/AKTV.m3u8
明珠台,http://aktv_stream1.m16tv.cfd/stream/aktv/null-2/AKTV.m3u8
無線新聞台,http://aktv_stream1.m16tv.cfd/stream/aktv/null-1/AKTV.m3u8
美亞電影台(HK),http://aktv_stream1.m16tv.cfd/stream/aktv/hk-1/AKTV.m3u8
翡翠剧集台(北美),http://aktv_stream1.m16tv.cfd/stream/aktv/null-18/AKTV.m3u8
翡翠台,http://aktv_stream1.m16tv.cfd/stream/aktv/null/AKTV.m3u8
翡翠台 4K,http://aktv_stream1.m16tv.cfd/stream/aktv/4k/AKTV.m3u8
翡翠综合台(北美),http://aktv_stream1.m16tv.cfd/stream/aktv/null-17/AKTV.m3u8
鳳凰中文,http://aktv_stream1.m16tv.cfd/stream/aktv/null-3/AKTV.m3u8
鳳凰資訊,http://aktv_stream1.m16tv.cfd/stream/aktv/null-4/AKTV.m3u8
鳳凰香港,http://aktv_stream1.m16tv.cfd/stream/aktv/null-5/AKTV.m3u8
黃金翡翠台,http://aktv_stream1.m16tv.cfd/stream/aktv/null-21/AKTV.m3u8
AXN,http://aktv_stream1.m16tv.cfd/stream/aktv2/axn/AKTV.m3u8
Love Nature HD,http://aktv_stream1.m16tv.cfd/stream/aktv2/lovenaturehd/AKTV.m3u8
Love_The_Planet,http://aktv_stream1.m16tv.cfd/stream/aktv2/lovetheplanet/AKTV.m3u8
无线新闻台(北美),http://aktv_stream1.m16tv.cfd/stream/aktv2/null-1/AKTV.m3u8
東森新聞,http://aktv_stream1.m16tv.cfd/stream/aktv2/null/AKTV.m3u8
Animax(HK),http://aktv_stream1.m16tv.cfd/stream/aktv3/animaxhk/AKTV.m3u8
DW,http://aktv_stream1.m16tv.cfd/stream/aktv3/dw/AKTV.m3u8
France 24,http://aktv_stream1.m16tv.cfd/stream/aktv3/france24/AKTV.m3u8
KIX,http://aktv_stream1.m16tv.cfd/stream/aktv3/kix/AKTV.m3u8
NHK World-Japan,http://aktv_stream1.m16tv.cfd/stream/aktv3/nhkworldjapan/AKTV.m3u8
NHK東京総合,http://aktv_stream1.m16tv.cfd/stream/aktv3/nhk/AKTV.m3u8
Nick Jr,http://aktv_stream1.m16tv.cfd/stream/aktv3/nickjr/AKTV.m3u8
Nickelodeon,http://aktv_stream1.m16tv.cfd/stream/aktv3/nickelodeon/AKTV.m3u8
Thrill,http://aktv_stream1.m16tv.cfd/stream/aktv3/thrill/AKTV.m3u8
Xite Rock,http://aktv_stream1.m16tv.cfd/stream/aktv3/xiterock/AKTV.m3u8
Xite_Hits,http://aktv_stream1.m16tv.cfd/stream/aktv3/xitehits/AKTV.m3u8
ZooMoo,http://aktv_stream1.m16tv.cfd/stream/aktv3/zoomoo/AKTV.m3u8
亞洲新聞台,http://aktv_stream1.m16tv.cfd/stream/aktv3/null-3/AKTV.m3u8
東方衛視國際頻道,http://aktv_stream1.m16tv.cfd/stream/aktv3/null/AKTV.m3u8
無線衛星新聞台,http://aktv_stream1.m16tv.cfd/stream/aktv3/null-2/AKTV.m3u8
Channel 5,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch1/AKTV.m3u8
Channel 8,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch2/AKTV.m3u8
Channel U,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch3/AKTV.m3u8
CINEMAWORLD,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch31/AKTV.m3u8
FIGHT SPORTS,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch85/AKTV.m3u8
KIX,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch38/AKTV.m3u8
NBA TV,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch84/AKTV.m3u8
Sukan,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch89/AKTV.m3u8
Sukan[备用],http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch90/AKTV.m3u8
TV9,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch18/AKTV.m3u8
Unifi Sport,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch88/AKTV.m3u8
曼聯電視頻道,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch87/AKTV.m3u8
amc電影台,http://aktv_stream1.m16tv.cfd/stream/taiwan/amc/AKTV.m3u8
HITS頻道,http://aktv_stream1.m16tv.cfd/stream/taiwan/hits/AKTV.m3u8
TVBS精采台,http://aktv_stream1.m16tv.cfd/stream/taiwan/tvbs/AKTV.m3u8
三立綜合台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-6/AKTV.m3u8
中視,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-4/AKTV.m3u8
中視新聞,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-13/AKTV.m3u8
台視,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-3/AKTV.m3u8
台視新聞,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-15/AKTV.m3u8
寰宇新聞台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-14/AKTV.m3u8
愛爾達娛樂台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-11/AKTV.m3u8
東森新聞台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-10/AKTV.m3u8
民視,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-2/AKTV.m3u8
民視台灣台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-1/AKTV.m3u8
民視新聞台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-12/AKTV.m3u8
民視第一台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null/AKTV.m3u8
民視綜藝台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-16/AKTV.m3u8
華視,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-5/AKTV.m3u8
龍華偶像台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-9/AKTV.m3u8
龍華日韓台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-7/AKTV.m3u8
龍華電影台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-8/AKTV.m3u8
台,http://aktv_stream1.m16tv.cfd/stream/test/null/AKTV.m3u8
Astro Football,http://aktv_stream1.m16tv.cfd/stream/tuntun/astrofootball/AKTV.m3u8
Astro IQIYI,http://aktv_stream1.m16tv.cfd/stream/tuntun/fashiontv4k/AKTV.m3u8
Disney Channel,http://aktv_stream1.m16tv.cfd/stream/tuntun/disneychannel/AKTV.m3u8
Disney XD,http://aktv_stream1.m16tv.cfd/stream/tuntun/disneyxd/AKTV.m3u8
Love Nature 4K,http://aktv_stream1.m16tv.cfd/stream/tuntun/lovenature4k/AKTV.m3u8
Red Bull Sports,http://aktv_stream1.m16tv.cfd/stream/tuntun/redbullsports/AKTV.m3u8
NTV NEWS 24,http://aktv_stream1.m16tv.cfd/stream/useradd1/ntvnews24/AKTV.m3u8
viuTV,http://aktv_stream1.m16tv.cfd/stream/useradd1/viutv/AKTV.m3u8
香港,#genre#
凤凰中文,http://cdn.163189.xyz/live/fhzw/stream.m3u8
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw2
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰中文「限江西移动」,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226248/index.m3u8
凤凰资讯「限江西移动」,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226274/index.m3u8
凤凰香港「限江西移动」,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226251/index.m3u8
翡翠台(香港版),http://cdn.1678520.xyz/tvb/?id=fct
翡翠台(国内版),http://cdn3.1678520.xyz/live/?id=fct2
翡翠台4K,http://cdn3.1678520.xyz/live/?id=fct4k
TVB plus,http://cdn3.1678520.xyz/live/?id=tvbp
HOY TV,http://cdn3.1678520.xyz/live/?id=hoy
VIUTV,http://cdn12.1678520.xyz/live/?id=viu
Viu剧集台,http://cdn12.1678520.xyz/live/?id=viu2
Now星河台,http://cdn12.1678520.xyz/live/?id=xyt
龙华日韩,http://cdn3.1678520.xyz/live/?id=lhrh
星河台,http://171.108.239.79:8181/tsfile/live/1005_1.m3u8$广西电信酒店
星空卫视,http://171.108.239.79:8181/tsfile/live/1012_1.m3u8$广西电信酒店
凤凰卫视,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
华丽翡翠台,http://php.jdshipin.com:8880/smt.php?id=Wlt
明珠台,http://php.jdshipin.com:8880/smt.php?id=pearl_twn
星河台,http://php.jdshipin.com:8880/smt.php?id=Xinhe
星河台,http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
VIUTV,http://php.jdshipin.com:8880/smt.php?id=viu1_twn
TVB plus,http://php.jdshipin.com:8880/smt.php?id=j2_twn
TVB Plus,http://ncdsrti.7766.org:7550/hls/chunklistxufkwjw.m3u8
无线新闻台,http://php.jdshipin.com:8880/smt.php?id=inews_twn
娱乐新闻台,https://edge6a.v2h-cdn.com/enew/enew.stream/chunklist.m3u8
TVB 娱乐新闻台,http://v2h.jdshipin.com/enew/enew.stream/chunklist.m3u8
财经资讯台,http://php.jdshipin.com:8880/smt.php?id=tvbcaijing_twn
功夫台,http://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
J2,http://php.jdshipin.com:8880/smt.php?id=j2_twn
RTHK31,http://php.jdshipin.com:8880/smt.php?id=rhk31_twn
RTHK32,http://php.jdshipin.com:8880/smt.php?id=rhk32_twn
RTHK 31「限HK」,https://rthktv31-live.akamaized.net/hls/live/2036818/RTHKTV31/stream5/streamPlaylist.m3u8
RTHK 32「限HK」,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream5/streamPlaylist.m3u8
RTHK 33「限HK」,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8
RTHK 34「限HK」,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream05/streamPlaylist.m3u8
RTHK 35「限HK」,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream05/streamPlaylist.m3u8
TVB 功夫台,https://lb-mvtv-live.v2h-cdn.com/redirect/asia_action1/1asia_action.stream?type=m3u8
TVB 生活台,https://lb-mvtv-live.v2h-cdn.com/redirect/finance2/finance2.stream?type=m3u8
香港衛視,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
澳門蓮花,https://tv.iill.top/mo/lhws
澳門Macau,https://live5.tdm.com.mo/ch3/ch3.live/playlist.m3u8
澳門葡文,https://live5.tdm.com.mo/ch2/ch2.live/playlist.m3u8
澳視澳門,https://live5.tdm.com.mo/ch1/ch1.live/playlist.m3u8
澳門資訊,https://live5.tdm.com.mo/ch5/info_ch5.live/playlist.m3u8
澳門體育,https://live5.tdm.com.mo/ch4/sport_ch4.live/playlist.m3u8
澳門綜藝,https://live5.tdm.com.mo/ch6/hd_ch6.live/playlist.m3u8
灣灣,#genre#
民视,rtmp://f13h.mine.nu/sat/tv051
台视,rtmp://f13h.mine.nu/sat/tv071
中视,rtmp://f13h.mine.nu/sat/tv091
华视,rtmp://f13h.mine.nu/sat/tv111
非凡新闻,rtmp://f13h.mine.nu/sat/tv581
东森超视,rtmp://f13h.mine.nu/sat/tv331
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
MoMo综合,rtmp://f13h.mine.nu/sat/tv761
ELTA体育3,rtmp://9hv9.mine.nu/sat/md011
ELTA体育4,rtmp://9hv9.mine.nu/sat/md021
DAZN体育1,rtmp://f13h.mine.nu/sat/tv731
DAZN体育2,rtmp://f13h.mine.nu/sat/tv741
DW,http://61.221.215.25:8800/hls/1/index.m3u8
大爱一台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱二台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8
TVBS NEWS,http://61.221.215.25:8800/hls/9/index.m3u8
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
八大综合,http://61.221.215.25:8800/hls/56/index.m3u8
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
AMC电影台,http://61.221.215.25:8800/hls/43/index.m3u8
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
探索亚洲,http://61.221.215.25:8800/hls/50/index.m3u8
NHK WORLD,http://61.221.215.25:8800/hls/51/index.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
中华小当家,http://61.221.215.25:8800/hls/40/index.m3u8
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8
緯來體育,http://125.227.210.55:8155/VideoInput/play.ts
三立台灣,http://125.227.210.55:8160/VideoInput/play.ts
Bloomberg,http://125.227.210.55:8161/VideoInput/play.ts
CN卡通,http://125.227.210.55:8167/VideoInput/play.ts
TVBS新聞,http://125.227.210.55:8186/VideoInput/play.ts
食尚玩家,http://125.227.210.55:8187/VideoInput/play.ts
三立新聞,http://125.227.210.55:8162/VideoInput/play.ts
BBC new,http://125.227.210.55:8165/VideoInput/play.ts
CNN new,http://125.227.210.55:8166/VideoInput/play.ts
灣灣专线,#genre#
民視台灣台,https://tv.iill.top/litv/4gtv-4gtv001
民視,https://tv.iill.top/litv/4gtv-4gtv002
